"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"378";"Aluminum-plastic interface in-situ morphology and spectrum combined analysis system and analysis method in hydrothermal environment";"WANG YUZHEN 
LU AO 
FANG CHANGQING";"UNIV XIAN TECHNOLOGY";"CN120668603A";"2025-06-30";"G01B11/24 
G01N21/3563 
G01N21/65 
G01N21/88";"G01B11/24 (CN) 
G01N21/3563 (CN) 
G01N21/65 (CN) 
G01N21/8851 (CN) 
G01N2021/3595 (CN)";"2025-09-19";"2025-09-19";"097047271";
"379";"Degradable high-toughness e-commerce plastic packaging bag material and preparation method thereof";"CHEN LEIMING";"GUOYANG CHIMEI PACKING MAT CO LTD";"CN120966213A";"2025-08-05";"B65D30/08 
B65D33/00 
B65D65/46 
C08G81/00 
C08J5/18 
C08J7/04 
C08K3/34 
C08K5/00 
C08K9/04 
C08L1/02 
C08L23/0807 
C08L67/04 
C08L87/00 
C08L97/02 
C08L99/00 
C09D105/08 
C09D5/14 
G06K19/06 
G06K19/077";"B65D29/02 (CN) 
B65D33/004 (CN) 
B65D65/46 (CN) 
C08G81/00 (CN) 
C08J5/18 (CN) 
C08J7/0427 (CN) 
C08L67/04 (CN) 
C09D105/08 (CN) 
C09D5/14 (CN) 
G06K19/0614 (CN) 
G06K19/07745 (CN) 
G06K19/07758 (CN) 
G06K19/07773 (CN) 
C08K2003/2296 (CN) 
C08K2201/011 (CN) 
C08L2201/06 (CN) 
C08L67/04, C08L23/0815, C08L97/02, C08L1/02, C08L99/00, C08L87/005, C08K9/04, C08K3/346, C08K5/005, INV (CN)       
C09D105/08, C08K3/22, C08K9/10, C08K5/01, INV (CN)      ";"2025-11-18";"2025-11-18";"097644520";
"380";"PALLET IN CARTONE SMONTABILE A 2 O 4 VIE STOCCABILE SU PORTAPALLET DENOMINATO ""PALLET ECO2"".";"STARNINI SUE ELENA";"STARNINI SUE ELENA [IT]";"ITPG20140005U1";"2014-04-07";"";"";"2015-10-07";"2015-10-07";"065407206";
"381";"Layered temperature control construction process for mass concrete in gobi environment";"XIE LIANGXIAO 
LIU YONG 
CHEN ZHIBO 
TAN YUANWU 
YAO SHUFENG 
WANG WANGU 
LIU QIANG 
YU WENTAO 
QIN HUIHUI 
CHEN YIMING 
CAI ZHIJIE";"GUANGDONG YUANTIAN ENG CO LTD";"CN121250910A";"2025-09-23";"C04B28/08 
E02D15/00 
E02D27/42 
E04G21/24 
F24T10/13 
G01K7/18";"C04B28/08 (CN) 
E02D15/00 (CN) 
E04G21/246 (CN) 
F24T10/13 (CN) 
G01K7/18 (CN) 
E02D27/425 (CN) 
C04B28/08, C04B18/08, C04B18/141, C04B18/12, C04B14/06, C04B24/24, INV (CN)      ";"2026-01-02";"2026-01-02";"098179889";
"382";"Automated manufacturing control system";"MONETTE FRANCOIS [CA] 
CORRIVEAU ANDRE [CA] 
DUBOIS VINCENT [CA]";"COGISCAN INC [CA]";"US2006200261A1 
US7286888B2";"2000-04-20";"G05B19/418 
G06F19/00";"G05B19/4183 (EP,US) 
G05B19/41865 (EP,US) 
G05B2219/31095 (EP,US) 
G05B2219/32197 (EP,US) 
G05B2219/33192 (EP,US) 
G05B2219/33203 (EP,US) 
G05B2219/49302 (EP,US) 
Y02P90/02 (EP,US)";"2006-09-07 
2007-10-23";"2001-11-01";"027427603";
"383";"Raspberry pie control based management system for medical waste temporary storage site";"CHENG SIMING";"CHENG SIMING";"CN112478512A 
CN112478512B";"2020-11-30";"B65C9/26 
B65C9/46 
B65F1/00 
B65F1/10 
B65F1/14 
B65F1/16 
B65F7/00 
G06K17/00";"B65C9/26 (CN) 
B65C9/46 (CN) 
B65F1/0053 (CN) 
B65F1/10 (CN) 
B65F1/14 (CN) 
B65F1/1623 (CN) 
B65F7/00 (CN) 
G06K17/0022 (CN) 
B65F2001/008 (CN) 
B65F2001/1653 (CN) 
B65F2210/138 (CN) 
B65F2210/176 (CN) 
B65F2210/178 (CN) 
B65F2210/184 (CN) 
Y02W30/10 (EP)";"2021-03-12 
2022-09-23";"2021-03-12";"074937244";
"384";"A two -dimensional code foot ring for poultry sign information acquisition that traces to source";"LIU YANFENG 
HUANG LONGHUANG";"LIU YANFENG";"CN207284742U";"2017-07-27";"A01K35/00";"";"2018-05-01";"2018-05-01";"062444241";
"385";"Safety container for the storage and recycling of documents in paper, cds, dvds, and other data supports. (Machine-translation by Google Translate, not legally binding)";"BARCELO PEREZ MANUEL [ES] 
ANDREU DIAZ FRANCISCO [ES]";"RESET ECO S L L [ES]";"ES1114455U 
ES1114455Y";"2014-04-11";"B42F13/08";"";"2014-06-30 
2014-09-22";"2014-06-30";"050980809";
"386";"METHOD OF MANUFACTURING RESIN MATERIAL, AND RESIN MATERIAL";"ISAKI TAKEHARU";"MITSUI CHEMICALS INC";"JP2025057873A";"2023-09-28";"B29B17/00 
C08J3/215";"Y02W30/62 (EP)";"2025-04-09";"2025-04-09";"095287266";
"387";"RECYCLED CONTENT ORGANIC CHEMICAL COMPOUNDS FROM WASTE PLASTIC";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260035324A1";"2022-08-03";"C07C13/18 
C07C15/04 
C07C15/06 
C07C55/14 
C07D223/02 
C08G69/00 
C10G55/04 
C10G55/06";"C07C13/18 (US) 
C07C15/04 (US) 
C07C15/06 (US) 
C07C2/64 (EP) 
C07C2/76 (EP) 
C07C201/08 (EP) 
C07C209/36 (EP) 
C07C253/22 (EP) 
C07C263/10 (EP) 
C07C37/08 (EP) 
C07C37/115 (EP) 
C07C5/11 (EP) 
C07C5/327 (EP) 
C07C5/48 (EP) 
C07C51/265 (EP) 
C07C51/31 (EP) 
C07C55/14 (US) 
C07C67/08 (EP) 
C07D223/02 (US) 
C07D307/91 (EP) 
C08G18/7621 (EP) 
C08G69/00 (US) 
C08G69/14 (EP) 
C08G69/26 (EP) 
C10G55/04 (US) 
C10G55/06 (US) 
C10G2300/1003 (US) 
C10G2400/02 (US) 
C10G2400/30 (US) 
C07C2/64, C07C15/073, INV (EP)       
C07C2/64, C07C15/085, INV (EP)       
C07C2/76, C07C15/14, INV (EP)       
C07C201/08, C07C205/06, INV (EP)       
C07C209/36, C07C211/50, INV (EP)       
C07C253/22, C07C255/09, INV (EP)       
C07C263/10, C07C265/14, INV (EP)       
C07C37/08, C07C39/04, INV (EP)       
C07C37/115, C07C39/16, INV (EP)       
C07C5/11, C07C13/18, INV (EP)       
C07C5/327, C07C15/46, INV (EP)       
C07C5/48, C07C15/46, INV (EP)       
C07C51/265, C07C63/06, INV (EP)       
C07C51/31, C07C55/14, INV (EP)       
C07C67/08, C07C69/78, INV (EP)      ";"2026-02-05";"2024-02-08";"087748154";
"388";"POST-CONSUMER MATERIALS COLLECTION WITH DUAL USE REVERSIBLE BAG";"EWART GORDON ALAN 
GALLAGHER DANIAL PATRICK";"CURBY RESCUE PTY LTD [AU]";"AU2023277212A1";"2022-05-24";"B65F1/00 
A45C3/04 
B07C5/34 
B65F1/14 
G06Q10/0832 
G06Q10/30";"A45C3/001 (EP) 
A45C3/04 (EP,AU) 
B07C5/3412 (AU) 
B65F1/0006 (EP,AU) 
B65F1/1484 (AU) 
G06Q10/0832 (EP,AU) 
G06Q10/30 (EP,AU) 
B65F2210/129 (EP) 
B65F2210/15 (EP)";"2025-01-16";"2023-11-30";"088918034";
"389";"一种基于内外双重标识与链路数据的防伪溯源方法";"";"";"CN122198993A";"2026-03-04";"G06K17/00 
G06Q10/083 
G06Q30/018";"";"2026-06-12";"2026-06-12";"100052888";
"390";"System and method capable of automatically identifying and recording collected and transported classified junk information";"LUO WEI 
XIAO CHUNYAN 
ZHANG NAN";"BEIJING SOUND SANITATION INVEST CO LTD";"CN109969656A";"2019-04-24";"B65F1/00 
B65F1/06 
B65F1/14 
G06K17/00 
G06Q10/00";"B65F1/00 (CN) 
B65F1/06 (CN) 
B65F1/14 (CN) 
G06K17/0029 (CN) 
G06Q10/30 (CN) 
B65F2210/138 (CN) 
B65F2210/176 (CN) 
B65F2210/184 (CN) 
Y02W30/10 (EP) 
Y02W90/00 (EP)";"2019-07-05";"2019-07-05";"067086121";
"391";"Automatic lock catch production line and method";"LIU YUMEI 
DENG QINGPING 
HU TAO 
JUNG KYUNG-HAN 
TAN HONG";"GUANGDONG TONEY ROBOTIC INTELLIGENCE CO LTD";"CN121590033A";"2025-11-12";"B07C5/02 
B07C5/34 
B07C5/36 
B23P23/06 
B29C65/00 
B29C65/02 
B29C65/78 
B65B35/16 
B65B51/06 
B65B65/00 
G01N21/01 
G01N21/88 
G01V8/10";"B07C5/02 (CN) 
B07C5/34 (CN) 
B07C5/362 (CN) 
B23P23/06 (CN) 
B29C65/02 (CN) 
B29C65/7805 (CN) 
B29C65/7858 (CN) 
B29C66/41 (CN) 
B29C66/742 (CN) 
B29C66/81 (CN) 
B29C66/9141 (CN) 
B29C66/922 (CN) 
B29C66/924 (CN) 
B65B35/16 (CN) 
B65B51/067 (CN) 
B65B65/003 (CN) 
G01N21/01 (CN) 
G01N21/88 (CN) 
G01V8/10 (CN) 
G01N2021/0112 (CN)";"2026-03-03";"2026-03-03";"098875321";
"392";"Shared tray management system and rental platform based on Internet of Things";"YANG BOJIAN 
WANG KAI 
LI MING";"ZHEJIANG JIUDING SUPPLY CHAIN MAN CO LTD";"CN115456522A";"2022-09-05";"G06K19/077 
G06Q10/00 
G06Q10/08 
G06Q30/06 
G16Y10/40 
G16Y10/45 
G16Y40/60 
H04L67/12";"G06K19/07758 (CN) 
G06Q10/0833 (CN) 
G06Q10/30 (CN) 
G06Q30/0645 (CN) 
G16Y10/40 (CN) 
G16Y10/45 (CN) 
G16Y40/60 (CN) 
H04L67/12 (CN)";"2022-12-09";"2022-12-09";"084300880";
"393";"RECYCLED CONTENT DIMETHYL TEREPHTHALATE AND RELATED CHEMICAL COMPONENTS FROM WASTE PLASTIC";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260035533A1";"2022-08-03";"C07C29/149 
C07C51/265 
C07C67/39 
C08G63/183 
C08G63/78 
C08J11/12 
C10B53/07";"C07C15/08 (KR) 
C07C29/149 (EP,KR,US) 
C07C31/276 (KR) 
C07C4/04 (EP,KR) 
C07C51/265 (EP,KR,US) 
C07C51/60 (EP,KR) 
C07C63/04 (KR) 
C07C63/26 (KR) 
C07C67/08 (EP,KR) 
C07C67/313 (EP,KR) 
C07C67/39 (EP,KR,US) 
C07C69/76 (KR) 
C07C69/82 (KR) 
C08G63/183 (EP,KR,US) 
C08G63/78 (US) 
C08J11/12 (KR,US) 
C10B53/07 (US) 
C10G1/10 (EP,KR) 
C10G9/36 (EP,KR) 
C07C2601/14 (EP) 
C07C29/149, C07C31/276, INV (EP)       
C07C4/04, C07C15/08, INV (EP)       
C07C51/265, C07C53/134, INV (EP)       
C07C51/265, C07C63/04, INV (EP)       
C07C51/265, C07C63/26, INV (EP)       
C07C51/60, C07C63/26, INV (EP)       
C07C67/08, C07C69/76, INV (EP)       
C07C67/08, C07C69/82, INV (EP)       
C07C67/313, C07C69/82, INV (EP)       
C07C67/39, C07C69/82, INV (EP)      ";"2026-02-05";"2024-02-08";"087571261";
"394";"Procédé et dispositif de calibrage et de conditionnement de fruits à faible temps de conservation";"BLANC PHILIPPE [FR]";"MATERIEL ARBORICULTURE [FR]";"EP1318075A1 
EP1318075B1";"2001-12-07";"B65B25/04 
B65B25/04";"B65B25/04 (EP)";"2003-06-11 
2006-07-19";"2003-06-11";"008182591";
"395";"Management method of BIM (Building Information Modeling) engineering data";"XUE JING 
AN ZONGLI 
LUO XIAO";"CCCC SECOND HIGHWAY ENG CO LTD";"CN118550875A";"2024-05-24";"G06F16/11 
G06F16/13 
G06F16/178 
G06F21/62 
G06Q10/0635 
G06Q10/10 
G06Q50/08";"G06F16/122 (CN) 
G06F16/137 (CN) 
G06F16/178 (CN) 
G06F21/6227 (CN) 
G06Q10/0635 (CN) 
G06Q10/103 (CN) 
G06Q50/08 (CN)";"2024-08-27";"2024-08-27";"092445316";
"396";"METHOD FOR CONTROLLING PRODUCTION OF PHOTOGRAPHIC FILM CARTRIDGE";"MITA AKIHIRO";"FUJI PHOTO FILM CO LTD";"JP2000066340A";"1998-06-09";"B23P21/00 
B23Q41/08 
B65G1/137 
G03C3/00 
B23P21/00 
B23Q41/08 
B65G1/137 
B65G61/00 
G03C3/00 
G05B19/418";"Y02P90/02 (EP)";"2000-03-03";"2000-03-03";"026473372";
"397";"RECYCLED CONTENT PARAXYLENE FROM WASTE PLASTIC";"BITTING DARYL [US] 
COLLINS NICK ALLEN [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260035626A1";"2022-08-03";"C10G69/08";"C10G1/002 (EP) 
C10G1/10 (EP) 
C10G63/04 (EP) 
C10G69/06 (EP) 
C10G69/08 (EP,US) 
C10G2300/1003 (US) 
C10G2300/1044 (US) 
C10G2300/1096 (US) 
C10G2300/807 (US) 
C10G2400/30 (EP,US)";"2026-02-05";"2024-02-08";"089849750";
"398";"Sampling and identifying method for micro-plastics in dust in workplace and application thereof";"ZHOU XINGFAN 
YU MIN 
TANG SHICHUAN 
WANG YUQIAN 
CHEN RUI";"BEIJING MUNICIPAL INST LABOUR PROT 
HANGZHOU MEDICAL COLLEGE";"CN113063749A";"2021-03-19";"G01N1/22 
G01N15/00 
G01N15/10 
G01N21/3563 
G01N30/02 
G01N30/72 
G01N5/00";"G01N1/2205 (CN) 
G01N1/2247 (CN) 
G01N1/2273 (CN) 
G01N15/00 (CN) 
G01N15/10 (CN) 
G01N21/3563 (CN) 
G01N30/02 (CN) 
G01N30/72 (CN) 
G01N5/00 (CN) 
G01N2015/0038 (CN) 
G01N2015/1024 (CN) 
G01N2015/1029 (CN) 
G01N2015/103 (CN)";"2021-07-02";"2021-07-02";"076562869";
"399";"Verfahren zur Identifikation eines Bauteils";"JACOB KEVIN [DE] 
STRASS BENJAMIN [DE] 
RIEMER MATTHIAS [DE] 
SCHEFFLER SÖREN [DE] 
WEIBEL THOMAS [DE]";"FRAUNHOFER GES FORSCHUNG [DE]";"DE102020134191A1 
DE102020134191B4";"2020-12-18";"G01N22/00 
G01N23/046 
G01N25/00 
G01N27/04 
G01N27/72 
G01N29/04";"G06F18/24 (EP)";"2022-06-23 
2024-03-07";"2022-06-23";"081847564";
"400";"Multi-sensor fused intelligent steel scrap sorting system";"WANG LINHUI";"HAIJIANG TECH GROUP CO LTD";"CN120838708A";"2025-07-08";"B07C5/34 
B07C5/36 
B07C5/38 
G06F18/25";"B07C5/34 (CN) 
B07C5/3416 (CN) 
B07C5/361 (CN) 
B07C5/38 (CN) 
G06F18/253 (CN)";"2025-10-28";"2025-10-28";"097411788";
"401";"Fremgangsmåde til nedrivning, opsamling eller afrensning af et bygningsemne eller -materiale samt et kontamineret produkt";"THOMAS HOUGAARD [DK] 
TORBEN CHRISTIANSEN [DK]";"KH MILJOE APS [DK]";"DK180013B1 
DK201870306A1";"2018-05-17";"B08B5/02 
B24C1/00 
E04G23/08 
G01N33/38 
G06K9/00";"B08B5/02 (DK) 
B24C1/00 (DK) 
E04G23/08 (DK) 
G01N33/38 (DK) 
G06F18/00 (DK)";"2020-01-03 
2020-01-22";"2020-01-03";"069156535";
"402";"PALLET SMONTABILE A 4 VIE DENOMINATO PALLET ECOLENIS.";"STARNINI SUE ELENA";"STARNINI SUE ELENA";"ITPG20130018U1";"2013-07-19";"";"";"2015-01-20";"2015-01-20";"050678468";
"403";"Method of controlling a production process and recycle of photo film cartridge or lens-fitted photo film unit";"SANDA AKIHIRO [JP] 
UCHIDA SHOICHI [JP] 
HARA HIROSHI [JP] 
IWASE KAZUHITO [JP]";"FUJI PHOTO FILM CO LTD [US]";"US6205060B1";"1998-06-09";"G11C7/00 
G03B17/26 
G03C11/02 
G03C3/00";"G03B17/26 (EP,US) 
G03C11/02 (EP,US) 
G03C3/00 (EP,US) 
G03B2217/247 (EP,US) 
G03B2219/045 (EP,US)";"2001-03-20";"1999-12-22";"027472351";
"404";"Novel intelligent circulation packaging box capable of replacing tobacco corrugated paper box";"ZHANG AIJUN 
YE YANGMING 
LI WEI";"TIANJIN DEVELOPMENT ZONE JINGRUI PREC MOULD CO LTD";"CN110271738A 
CN110271738B";"2019-06-14";"B65D55/14 
B65D6/16";"B65D55/14 (CN) 
B65D7/24 (CN)";"2019-09-24 
2024-03-08";"2019-09-24";"067960864";
"405";"Resource recovery system based on intelligent scheduling";"LI XIAOHUI 
ZHAO LONG 
ZHANG ZELIANG 
ZHENG LISONG 
WANG HONG 
PENG JIE 
LIU YI 
LI GUODONG 
LONG GUOZHONG";"HUNAN XIANGKE WISDOM TECH CO LTD";"CN121707546A";"2025-12-16";"G06Q10/0631 
G06Q10/30 
G06Q50/26";"Y02W90/00 (EP)";"2026-03-20";"2026-03-20";"099074535";
"406";"INSTALLATIONS POUR DES PARCS OU DES CHAMPS DE PANNEAUX PHOTOVOLTAÏQUES QUI COMPRENNENT DES UNITÉS AUTOMATISÉES POUR LE PRÉ-ASSEMBLAGE DE SÉRIES DE MODULES PHOTOVOLTAÏQUES AVEC DES SYSTÈMES DE SUIVEURS SOLAIRES";"MELIS GIUSEPPE [CO]";"MELIS GIUSEPPE [CO]";"WO2022008958A1";"2020-07-09";"F24S25/12 
F24S25/50 
H02S20/32";"F24S25/12 (EP) 
F24S25/50 (EP) 
H02S20/32 (EP) 
Y02E10/47 (EP) 
Y02E10/50 (EP)";"2022-01-13";"2022-01-13";"079553641";
"407";"Kitchen waste tracing management system";"MENG FANSEN 
MENG FANXIU 
FENG HAIYANG";"ANHUI NATURAL BEAUTY ENVIRONMENTAL SCIENCE AND TECH LIMITED COMPANY";"CN114202344A";"2021-12-10";"B65F1/00 
G06F16/51 
G06Q30/00 
G06V40/16";"B65F1/00 (CN) 
G06F16/51 (CN) 
G06Q30/018 (CN) 
B65F2210/138 (CN)";"2022-03-18";"2022-03-18";"080651950";
"408";"Method and Apparatus for Intelligently Controlling Circulation of Recyclable Container";"LI JUNMIAN [CN] 
ZHOU HUSHUN [CN]";"GUANGZHOU GELI NETWORK TECH CO LTD [CN]";"US2021304548A1";"2019-01-15";"G06K9/00 
G07F7/06 
G07F9/00";"G06Q10/30 (EP) 
G06V40/172 (US) 
G07F7/06 (EP,US) 
G07F7/0609 (EP) 
G07F9/006 (US) 
G07F9/009 (US) 
G06V40/172 (EP) 
Y02W90/00 (EP)";"2021-09-30";"2019-06-18";"066943838";
"409";"PROCEDE ET DISPOSITIF DE CALIBRAGE ET DE CONDITIONNEMENT DE FRUITS A FAIBLE TEMPS DE CONSERVATION";"BLANC PHILIPPE";"MATERIEL ARBORICULTURE [FR]";"FR2812857A1 
FR2812857B1";"2000-08-09";"A23B7/04 
B65B25/04 
B65D5/20 
B65B25/04";"B65B25/04 (EP)";"2002-02-15 
2002-11-08";"2002-02-15";"008853429";
"410";"/ Method Appratus and System for collecting and reusing/recycling used packaging or wasted bottle";"OH SEA IL [KR]";"INNERBOTTLE CO LTD [KR]";"KR20230156680A";"2021-03-17";"G06Q10/00 
G06Q10/08 
G06Q30/00";"G06Q10/08 (KR) 
G06Q10/30 (KR) 
G06Q30/018 (KR) 
G06Q50/26 (KR) 
Y02W30/10 (KR) 
Y02W30/50 (KR)";"2023-11-14";"2021-05-24";"076153332";
"411";"Disinfection tracing method and system based on RFID and time supervision";"HUANG JIACHANG 
CHEN DUTIAN 
KE YING";"FUJIAN ECAN INFORMATION TECH CO LTD";"CN110490278A 
CN110490278B";"2019-07-25";"G06K17/00 
G16H40/20";"G06K17/00 (CN) 
G16H40/20 (CN)";"2019-11-22 
2022-06-07";"2019-11-22";"068548491";
"412";"Renewable resource classification and recovery box";"SHEN YE";"HUZHOU GAORUI IND AND TRADE CO LTD";"CN108328155A";"2018-03-28";"B65F1/00 
B65F1/14 
B65F7/00";"B65F1/0053 (CN) 
B65F1/14 (CN) 
B65F7/00 (CN) 
B65F2210/108 (CN) 
B65F2210/137 (CN) 
B65F2210/168 (CN) 
Y02W30/10 (EP) 
Y02W30/64 (EP)";"2018-07-27";"2018-07-27";"062931470";
"413";"INFORMATION PROCESSING METHOD, INFORMATION PROCESSING DEVICE, INFORMATION PROCESSING SYSTEM AND PROGRAM";"SATO SHUCHI 
SHINDO CHIKAKO";"SEKISUI CHEMICAL CO LTD";"JP2021166499A 
JP7569159B2";"2020-04-13";"C12M1/04 
C12M1/34 
G06Q10/00 
G06Q50/04 
G06Q10/30";"Y02P90/30 (EP)";"2021-10-21 
2024-10-17";"2021-10-21";"078079167";
"414";"E-commerce storage distribution method";"ZHANG JUN 
LYU BING";"UNIV JIANGNAN";"CN113697356A 
CN113697356B";"2021-07-26";"B65G1/137 
G06Q10/08";"B65G1/1373 (CN)";"2021-11-26 
2022-05-03";"2021-11-26";"078650671";
"415";"Single-shaft shredding machine based on garbage classification and recovery and garbage identification method";"ZHANG LEI 
LI DAJIN 
YANG SHENGGANG 
CHEN JIXIANG 
TANG HONGBIN 
LI GANGYOU";"GUANGZHOU 3E MACHINERY CO LTD";"CN117380374A 
CN117380374B";"2023-10-25";"B02C18/00 
B02C25/00";"B02C18/0092 (CN) 
B02C25/00 (CN) 
B02C2201/06 (CN)";"2024-01-12 
2025-08-26";"2024-01-12";"089471618";
"416";"Packing box seal with display screen";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI";"XIAN BAOLAITE PHOTOELECTRIC TECH CO LTD";"CN213893635U";"2020-10-30";"B65D55/02";"";"2021-08-06";"2021-08-06";"077115768";
"417";"METHOD FOR PRODUCING CARBON FIBER AGGREGATE, AND METHOD FOR PRODUCING CARBON FIBER-REINFORCED PLASTIC";"HASHIMOTO TAKAFUMI [JP] 
NINOMIYA HIROKI [JP] 
WADAHARA EISUKE [JP] 
YAMASAKI MASAAKI [JP]";"HASHIMOTO TAKAFUMI [JP] 
NINOMIYA HIROKI [JP] 
WADAHARA EISUKE [JP] 
YAMASAKI MASAAKI [JP] 
TORAY INDUSTRIES [JP]";"US2013192434A1";"2010-12-24";"B26D3/00";"B26D3/00 (US) 
B29B11/16 (EP,KR,US) 
B29C39/24 (KR) 
B29C70/10 (KR) 
B29C70/48 (EP,US) 
D04H1/40 (EP,US) 
D04H1/4242 (EP,US) 
D04H1/4274 (EP,US) 
B29K2307/04 (EP,US) 
Y10T83/04 (EP,US)";"2013-08-01";"2012-06-28";"046313950";
"418";"SANITARY BAG FOR MEDICAL USE";"ALFONSO INÈS [FR]";"CLEANIS [FR]";"US2025195255A1";"2023-12-15";"A61F5/44";"A61F5/44 (EP,US)";"2025-06-19";"2025-06-19";"096021889";
"419";"SYSTÈME DE CONTRÔLE ENVIRONNEMENTAL";"CHIAPPETTA FRANK [GB] 
MARSH SAMUEL [GB]";"TRACKERSACK TECH LIMITED [GB]";"WO2022258126A1";"2021-06-09";"G06Q10/00 
G06Q50/26";"G06Q10/30 (EP) 
G06Q50/26 (EP)";"2022-12-15";"2022-12-15";"076829489";
"420";"Reusable shared intelligent environment-friendly express packaging box and sharing method thereof";"ZHANG ZONGJUN 
YANG BO";"YANG BO 
ZHANG ZONGJUN";"CN108773554A";"2018-05-25";"B65D25/20 
B65D25/34 
B65D6/10 
G06K17/00";"B65D11/16 (CN) 
B65D25/20 (CN) 
B65D25/34 (CN) 
G06K17/0022 (CN) 
Y02W30/80 (EP)";"2018-11-09";"2018-11-09";"064027615";
"421";"POLYMERS, ARTICLES, AND CHEMICALS MADE FROM HIGH CONCENTRATED RECYCLE DERIVED SYNGAS";"TRAPP WILLIAM LEWIS 
MURPHY JUSTIN WILLIAM 
WEST NATHAN MITCHELL";"EASTMAN CHEM CO";"CN113646370A 
CN113646370B";"2019-03-29";"B29B17/02 
B32B17/04 
C01B3/36 
C08B16/00 
C08J11/10 
C08L1/10 
C10J3/72";"C01B3/36 (EP,US) 
C07C29/1518 (US) 
C07C51/09 (US) 
C07C51/12 (US) 
C07C67/08 (US) 
C08B16/00 (EP) 
C08B3/06 (EP,US) 
C08B3/08 (EP) 
C08B3/16 (EP) 
C08J11/10 (EP) 
C08L1/10 (EP) 
C08L1/12 (EP,US) 
C08L1/14 (EP,US) 
C10J3/466 (EP,US) 
C10J3/723 (EP) 
C10J3/78 (EP,US) 
D01F2/28 (US) 
C01B2203/025 (US) 
C01B2203/061 (US) 
C08L2201/06 (US) 
C08L2203/12 (US) 
C08L2207/20 (US) 
C10J2300/0906 (EP) 
C10J2300/093 (US) 
C10J2300/0946 (EP,US) 
C10J2300/1656 (EP,US) 
C10J2300/1665 (EP,US) 
Y02P20/582 (EP) 
Y02T50/678 (EP) 
Y02W30/62 (EP)";"2021-11-12 
2024-11-01";"2020-10-08";"072666506";
"422";"Medical waste classified recovery management method and system";"WANG LI";"SHENZHEN ENERGY ENV CO LTD 
SHENZHEN SHENNENG ENVIRONMENTAL PROT EAST CO LTD 
SHENZHEN SHENNENG ENV URBAN ENV SERVICE CO LTD 
GUILIN SHENNENG ENVIRONMENTAL PROT CO LTD 
SHANXIAN SHENNENG ENVIRONMENTAL PROT CO LTD 
WUHAN SHENNENG ENVIRONMENTAL PROT XINGOU GARBAGE POWER CO LTD";"CN113657629A 
CN113657629B";"2021-09-27";"G06Q10/00 
G16H40/20 
G06Q10/30";"G06Q10/30 (CN) 
G16H40/20 (CN) 
Y02W90/00 (EP)";"2021-11-16 
2023-08-22";"2021-11-16";"078492052";
"423";"一种有色金属回收料及其复合材料的摩擦挤压装置及方法";"";"";"CN121988631A";"2026-01-14";"B21C23/08 
B21C23/21 
B21C29/00 
B21C31/00 
B22F3/00 
B22F3/20";"";"2026-05-08";"2026-05-08";"099638332";
"424";"Cigarette anti-counterfeiting package based on detection line NFC (Near Field Communication) label";"JI YOUWEI";"XINDIAN ZHILIAN BEIJING TECH CO LTD";"CN217049392U";"2021-06-02";"B65D5/42 
B65D5/54 
B65D85/10 
B65D85/12 
G06K19/077";"";"2022-07-26";"2022-07-26";"082465193";
"425";"Intelligent PE pipe manufacturing whole process digital management system and method";"ZHAO YONGJIE 
ZHANG ZHILIANG 
LI XIAOHUA 
HAN XIAOPING";"SHANXI TIANQIN PLASTIC PIPE CO LTD";"CN120387741A 
CN120387741B";"2025-06-30";"G06N3/006 
G06N3/0442 
G06Q10/0639 
G06Q10/067 
G06Q50/04";"G06N3/006 (CN) 
G06N3/0442 (CN) 
G06Q10/06395 (CN) 
G06Q10/067 (CN) 
G06Q50/04 (CN)";"2025-07-29 
2025-09-19";"2025-07-29";"096487821";
