PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
P	YUAN Y; WANG N								Anti-counterfeiting traceability based chicken            sign device, has electronic functional module            electrically connected with antenna, battery base fixed            with battery, and upper silica gel pad connected with            snap ring																																		3							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; AGRICULTURE DAIRY ANIMAL SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE	DIIDW:2019212029		
P	SUN Z								Two-dimensional code tracing handheld device for agriculture, has plastic box whose left side top end is fixedly mounted with hook-and-loop fastener that is movably connected with female hook- and-loop fastener																																		0							ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE	DIIDW:201903083T		
P	KULKARNI V A; AHUJA B B; MOMIN A Y; MULAY A V; DHANVIJAY M R; MALATHI P; PATIL S								Interim checking method used for Checks-of-Probe type coordinate-measuring machine (CMM), involves Zirconia-Carbon Fiber Reinforced Plastic (CFRP) ball plate made by arranging and gluing Zirconia balls in array on CFRP ball plate																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION	DIIDW:201895071Q		
P	XIAO B								Anti-counterfeiting mark greensalt-plastic soft packaging bag comprises packaging bag body, silicon oil layer, plastic bottom layer, supporting layer, plastic layer, groove, adhesive layer, and two-dimension code labelling layer																																		0							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING MULTIDISCIPLINARY; ENGINEERING MECHANICAL	DIIDW:201882655L		
P	BAO H; JIN J; LIU G; ZHAO Y; YIN H; HE M; JIA H; SUN Z								Transformer winding turn number recording table, has title area for storing product information, realistic area arranged with wire, and recording area for filling turned pattern, actual winding turn number and operator signature																																		0							POLYMER SCIENCE; TELECOMMUNICATIONS; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:201880099S		
P	LI M; ZHANG Z								Flame treatment gripping device of instrument            panel, has programmable logic controller (PLC) that is            connected to pressure sensor, photoelectric sensor,            left guide cylinder, and right guide cylinder            respectively																																		3							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; AUTOMATION CONTROL SYSTEMS; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL; TRANSPORTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:201850391Y		
P	ZHENG J; LU Q; HUANG G; WU Y; DING H; MA K; XU H; JIANG C								System for measuring plastic deformation of            austenitic stainless steel stamping head, has measuring            platform whose rear end is connected to pull rod, and            displacement sensor whose wire end is arranged towards            bottom direction of platform																																		4							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; OPTICS	DIIDW:201802193D		
P	DEMARTINO S E; HAWTOF D W; LI M; LIU A; PEANASKY J S; TIMMONS C L; WU Q								Pharmaceutical package for storing pharmaceutical            formulations e.g. liquids, has marking comprising            portion of glass body comprising refractive index that            differs from refractive index of unmarked portion of            glass body																																		0							CHEMISTRY APPLIED; ENGINEERING MECHANICAL; METALLURGY METALLURGICAL ENGINEERING; INSTRUMENTS INSTRUMENTATION; PHARMACOLOGY PHARMACY; POLYMER SCIENCE; MATERIALS SCIENCE MULTIDISCIPLINARY	DIIDW:2017807467		
P	YAO T; TAO T								Production of new two-dimensional code traceability flower paper involves bonding cover film to release layer, obtaining spent paper content layer, drying, coating primer, coating adhesive layer on primer layer and processing																																		0							COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING MULTIDISCIPLINARY; MATERIALS SCIENCE PAPER WOOD; CHEMISTRY APPLIED; INSTRUMENTS INSTRUMENTATION; MATERIALS SCIENCE MULTIDISCIPLINARY; ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; POLYMER SCIENCE	DIIDW:2017777101		
P	RIGAL E; DUBOIS O								Device used in assembly for detecting e.g. AIDS            virus, hepatitis C and malaria, comprises inlet for            receiving blood or blood component, at least one            chromatographic or immunochromatographic test and            sealed envelope confining blood in device																																		1							IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; CHEMISTRY APPLIED; BIOTECHNOLOGY APPLIED MICROBIOLOGY; ENGINEERING CHEMICAL; PHARMACOLOGY PHARMACY	DIIDW:201776090Y		
P	LI L; LUO H; GUO X; YI Y; LI W; JIN X; YU N; WANG Y; TIAN H; ZHANG N; ZHOU Y; WANG B								Current transformer secondary wiring terminal            sleeve seal, has inverted hook spine card connected to            bottom portion of screw cap that is formed with            diameter screw, and seal cylinder connected with            insulated conductor wire																																		1							ENERGY FUELS; ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:201777489R		
P	TIWARI R R; TUCKER P S; TIWARI R								Plastic tracking fastener for tracking items using            plastic tracking fasteners with radio frequency            identification (RFID) tags, has wireless identification            device that is partially positioned in proximal end of            plastic tracking fastener																																		1							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; TELECOMMUNICATIONS; ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:201763662K		
P	MACHADO R M								Device for monitoring traceability of plastic bottle for packaging and dispensing mineral water, has active tag-type signal reader unit for monitoring RFID signal or GPS chip, where signal reader unit and GPS chip attached to bottle																																		0							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; ELECTROCHEMISTRY; TELECOMMUNICATIONS; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2017759509		
P	HAZAMA K								Method for manufacturing semiconductor device, involves mounting first semiconductor chip and second semiconductor chip in plastic package, and storing identification information of first semiconductor chip in storage device																																		0							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; POLYMER SCIENCE	DIIDW:201743634Y		
P	GU H; PANG J								Anti-counterfeit paper with anti-fake traceability comprises bottom paper layer, and surface paper layer provided with open-window safety line, traceable two-dimensional code area set on release paper, and tearing indentation																																		0							POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; CHEMISTRY APPLIED; MATERIALS SCIENCE PAPER WOOD; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:201744243H		
P	WANG X; WU H; ZHENG T								Internet based food material tracing device, has display device connected with host computer that is provided with socket, where socket is provided with power interface and internet interface, and bracket provided with hand scanner																																		0							ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2017456815		
P	ZHU H; LI Q								Optical anti-fake tag has traceability code area            that is printed with traceability code and is provided            in connection by adhesive between transparent plastic            package layer and base material layer coated with            adhesive																																		2							INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2017309276		
P	FUJIMOTO K; FUJIMOTO Y								Solid-state barcode has pattern that is of two or more regions that are included in core portion or in combination of core portion and shell portion that encodes information																																		2							MATERIALS SCIENCE COATINGS FILMS; POLYMER SCIENCE; ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED	DIIDW:2016756822		
P	JIANG Q; LIU F; ZHENG C; ZHOU J								Silicon rubber cable useful for tracking traffic,            comprises e.g. a conductor, an insulating layer and            ridges																																		8							COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; POLYMER SCIENCE; CHEMISTRY APPLIED	DIIDW:201681013S		
P	QU Y; LI F; QIU J; XI C; ZHENG Q								Detonating tube detonator coding method, involves performing laser engraving or ink coding process on plastic detonating tube according to laser engraving code, and performing laser engraving or ink coding process on locking stopper																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; TRANSPORTATION; ENGINEERING MECHANICAL; POLYMER SCIENCE	DIIDW:2016686542		
P	FERNANDEZ C; BONHORA J; ROURA V; ROURA F C; GRIFOLS R V; BOIRA B J; ROURA FERNANDEZ C; GRIFOLS ROURA V; BOIRA BONHORA J; BONHORA J B; FERNANDEZ C R; FERNANDEZ R; CARLOS G R; VICTOR B B; ROURAFERNANDEZ C; GRIFOLSROURA V; BOIRABONHORA J; ROURA V G								Radio frequency identification label for bottle            utilized for collection and storage of plasma, has main            body whose upper part is connected with neck, and plug            fixed between conduits that are fixed in openings and            connected to stiffeners																																		0							POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; MEDICINE GENERAL INTERNAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2016653217		
P	CHEN Y; CUI Z; LI M; WANG C; ZHANG C; ZHANG Q; WANG Z; XU D; YU H								Fingerprint safety food material package            traceability method, involves creating fingerprint            information data base, performing fingerprint            information comparison process, and providing material            source safety																																		1							CHEMISTRY APPLIED; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; FOOD SCIENCE TECHNOLOGY	DIIDW:201661551N		
P	HE C								Electronic label integrated salt bag, has salt bag main body whose upper surface is mounted with radio frequency identification electronic label, where electronic label is embedded with plastic sealing part that is embedded with main body																																		3							COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE	DIIDW:201655625U		
P	CHEN Y; CUI Z; LI M; WANG C; ZHANG C; ZHANG Q; WANG Z; XU D; YU H								Food package integrated plastic thin film or            mother particle safety fingerprint tracing method,            involves obtaining map data, establishing chemical            structure according to fingerprint information, and            obtaining material source security																																		1							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; FOOD SCIENCE TECHNOLOGY; CHEMISTRY APPLIED; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:201653007H		
P	HUTTER S								Flexible intermediate bulk container for transporting bulk goods such as raw materials used for, e.g. food industry, comprises support strap having identification element for uniquely identifying bulk goods container																																		1							POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL	DIIDW:201627752B		
P	DONG Y; WANG Z; YE C; ZHUANG Z; LI Y								Construction of cotton variety fingerprint and            digital ID card comprises preparing sample, extracting,            detecting genomic DNA, PCR analysis, gathering            statistical data, constructing fingerprint and digital            ID, and identifying																																		6							ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; BIOTECHNOLOGY APPLIED MICROBIOLOGY; CHEMISTRY APPLIED; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; AGRICULTURE MULTIDISCIPLINARY	DIIDW:201561995W		
P	BORJANIN D								Safety vest assembly for use in motorized vehicle e.g. car, has folded safety vest packed in plastic bag, which is provided with label that extends from edge of bag outwardly at distance of specific value in meters																																		0							MATERIALS SCIENCE TEXTILES; POLYMER SCIENCE; ENGINEERING MECHANICAL; TRANSPORTATION; INSTRUMENTS INSTRUMENTATION	DIIDW:201546285W		
P	BOURRIERES F; BISMES C								Thermo retractable security sleeve for securing            product in e.g. metal package, has identification            support comprising identifying mark identified in data            base, where support is produced in non-retractable            material stuck on sleeve by adhesive																																		1							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2015370144		
P	SUN X								Two-color traceability fluoro-plastic insulation installation wire, has conductor layer covered with color insulation layer, where color insulation layer is provided with white green dual-color and green color insulation layer																																		0							ENERGY FUELS; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:201526483A		
P	FENG T; HUANG L; LI Z; LIANG Y; XU Z; WEI P; WU X; ZHENG L; ZHOU B; GUO M; WANG Z								Cable connection test environment star/test            system, has data processing unit connected through            preset condition for reading process, and serial data            communication unit provided with connection insulation            testing process																																		6							COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:201524116A		
P	CAI T; JIAO J; LIU Q; OUYANG C; YANG H; WANG C; ZENG X; YANG B; YIN C								Plastic bag comprises poly(butylene            adipate-co-terephthalate) and masterbatch containing            specified amount of polyethylene adipate/butylene            terephthalate as carrier resin, phosphor, composite            material and additive																																		4							POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; CHEMISTRY APPLIED	DIIDW:2015139398		
P	HUANG Z								Double-surface transfer electronic label, has            substrate whose surfaces are provided with front side            circuit and back side circuit through transfer films,            where front side circuit is embedded with readable            writing chip																																		2							ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE	DIIDW:201513805D		
P	JAIN V								System for facilitating e.g. microstructure            evaluation testing of metallic materials, has display            device for displaying results of tests conducted on            testing hardware, where results are based on production            requirements and specification																																		0							POLYMER SCIENCE; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2014V56252		
P	HANAOKA K; HARU M								Slenderizing working method of plastic molding process line, involves calculating mass of resin material, power consumption and operating time used until resin material supplied from starting material storage unit to molding machine																																		0							ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; AUTOMATION CONTROL SYSTEMS; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2014U12375		
P	HANAOKA K; HARU M								Sophistication working system of plastic molding            process line used for manufacturing molded article, has            monitoring apparatus that displays process line            sophistication evaluation information computed by            arithmetic processing unit																																		1							POLYMER SCIENCE; ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; AUTOMATION CONTROL SYSTEMS; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2014U12373		
P	DENG Z								Electronic registration mark for use in lift installed in municipal building, has bottom case whose outer surface is coated with transparent anti-paint																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:201501145Y		
P	CHEN R								Strapping tape, has strip-shaped binding part provided with reinforcing rib and composed of phthalic acid plastic material, where reinforcing rib is provided with side part and formed as metal strip																																		1							ENGINEERING MECHANICAL; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:2014J49638		
P	CHEN R								Food binding belt, has reinforcing rib provided            with binding part that is provided with head part and            tail part, where head part and tail part are in torsion            state and binding part is water-proof paper, which is            polyethylene synthetic paper																																		1							POLYMER SCIENCE	DIIDW:2014B48009		
P	SELL D								Tracking device for assisting in traceability of            grain, has radio frequency identification (RFID) chip            that is arranged within plastic case																																		4							POLYMER SCIENCE; TRANSPORTATION; ENGINEERING ELECTRICAL ELECTRONIC; TELECOMMUNICATIONS; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2013L86218		
P	DAUDER FERRE A								Method for marking films of plastic materials for packaging e.g. food products in automatic packaging machines, involves performing labeling of articles in flexography printing process by application inks under normal light																																		0							POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2014F44691		
P	JIANG B								Composite pipe, has inner layer provided with            middle layer and outer layer that are connected            together by hot melt adhesive, where middle layer and            inner layer are connected with each other by another            hot melt adhesive																																		2							POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:2013N74670		
P	SARVER J E; ROZWOOD S; SAKOSKE G E; WEIR S; GILMORE D; WEIR S T; GILMORE D R; SARVER J; SAKOSKE G								Composition useful for forming mark, indicia,            text, or design on a polymeric surface upon laser            irradiation comprises solvent; organic coloring agent;            and agent selected from surfactant and/or            dispersant																																		0							INSTRUMENTS INSTRUMENTATION; CHEMISTRY APPLIED; ENGINEERING MULTIDISCIPLINARY; MATERIALS SCIENCE COATINGS FILMS; POLYMER SCIENCE	DIIDW:2012L09309		
P	DUAN H; LIU D; PAN F; YANG Z; QIAN H								Recognition detonating tube used in civil            engineering field, contains detonating explosive and            inertia tracer, which are uniformly adhered to inner            surface of plastic shell																																		1							MECHANICS; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; TRANSPORTATION; INSTRUMENTS INSTRUMENTATION	DIIDW:2012J73579		
P	GHISA G; LUCIANI L								Smart anti-counterfeiting label e.g. ticket, for            applying onto end product e.g. wine bottle, for e.g.            identification of end product, has flexible extension            formed by portion of intermediate material layer            protruding beyond body																																		1							COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2012D51390		
P	DUBLY F; DUBLY G; SIMONE N								Radio frequency identification tag assembly for identifying and remote marking e.g. pallet used for transport and storage of goods, has sheets rigidly connected to each other so as to envelop integrated circuit and antenna																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; MATERIALS SCIENCE MULTIDISCIPLINARY; ELECTROCHEMISTRY; POLYMER SCIENCE; TRANSPORTATION; TELECOMMUNICATIONS; CHEMISTRY APPLIED	DIIDW:2012A59365		
P	GAREL B								Test tubes for containing e.g. blood, to be            analyzed in laboratory, has reading and/or writing unit            that reads and/or writes identifier stored and/or to be            stored in chip, where unit is located in circulation            path of tube																																		5							PHARMACOLOGY PHARMACY; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; BIOTECHNOLOGY APPLIED MICROBIOLOGY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING CHEMICAL; POLYMER SCIENCE	DIIDW:2011L95736		
P	STEFANELLI P								Electronic safety seal for e.g. containers has            passive type radio frequency identification (RFID) tag            buried in main body and located in distal end at region            pertaining to closing body such that forcing action on            closing body breaks tag																																		3							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS; TRANSPORTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2011H29242		
P	BORRERO SANCHEZ J D								Conveyor belt for use in traceability system to            monitor packaged fruit and vegetable, has multiple            cross-section parts provided with multiple holes for            placing containers, where cross-section parts of belt            is made of plastic																																		1							ENGINEERING MECHANICAL; POLYMER SCIENCE; ELECTROCHEMISTRY; AUTOMATION CONTROL SYSTEMS; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2011C57399		
P	ARMBRUSTER R								Plastic hinged closures producing device, has            prismatic central block arranged between two molding            plates that are movable in relation to central block,            and handling system for removing and transporting            hinged closures onto sealing device																																		15							POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL	DIIDW:2010N88056		
P	ZANK P A; BUCHANAN D W; JULIEN J C; BROMMER K D; FREDETTE W J								Explosives detecting and identifying method,            involves detecting radiation from transponder and            information contained within transponder to trace            explosive manufacturer for providing worldwide tracking            and detection of explosives																																		5							INSTRUMENTS INSTRUMENTATION; MECHANICS; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; CHEMISTRY APPLIED	DIIDW:2010L73472		
P	DE KLERK C A; KEMP T D; DE KLERK C; KEMP T								Puncture resistant sealable vapor barrier            sterilization bag for use during utilizing effective            microbiological barrier, has walls unjoined along edge            of bag, where bag withstands sterilization process            while providing barrier with openings																																		2							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; MEDICINE GENERAL INTERNAL	DIIDW:2010K33244		
P	MORGAN W E								Building and mapping method of product display for            e.g. department store, involves storing item            identification data and data identifying product type            in association with parent identification data and            product holding location data																																		0							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; MATERIALS SCIENCE PAPER WOOD; CHEMISTRY APPLIED; ELECTROCHEMISTRY	DIIDW:2010K29402		
P	DOMINGUEZ ALVAREZ J A								Artificial teeth marketing case for denture destination, has body equipped with sanitary parts, plastic thermoforming part and transparent part, and self-adhesive label tape equipped in base																																		0							MEDICINE GENERAL INTERNAL; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:2010K17229		
P	LEUVREY B A A								Wooden package i.e. crate, for containing e.g. vegetable, has board comprising outer portion with zone to receive and maintain adhesive label, and inner housing to receive UHF radio frequency identification tag and/or non-adhesive label																																		0							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; TELECOMMUNICATIONS; ENGINEERING MECHANICAL; POLYMER SCIENCE	DIIDW:2010G01981		
P	HACHIN J M; LAMBERT C								Black or highly colored materials i.e. plastic materials, or objects identifying method for e.g. sorting materials or objects in metallic aviation part, involves marking materials or objects using markers with low concentration																																		0							INSTRUMENTS INSTRUMENTATION; ENGINEERING MULTIDISCIPLINARY; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; MATERIALS SCIENCE TEXTILES; ENGINEERING MECHANICAL; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; AUTOMATION CONTROL SYSTEMS; CHEMISTRY APPLIED	DIIDW:2010B34742		
P	HACHIN J M; LAMBERT C; HACHIN J; LAMBERT CLAUDE; CLAUDE L								Black or highly colored materials i.e. plastic            materials, or objects identifying and/or authenticating            method for sorting materials or objects in e.g.            metallic aviation part, involves determining            information concerning materials/objects																																		4							ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MULTIDISCIPLINARY; INSTRUMENTS INSTRUMENTATION; CHEMISTRY APPLIED; MATERIALS SCIENCE TEXTILES; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; AUTOMATION CONTROL SYSTEMS; ENGINEERING CHEMICAL; ENGINEERING MECHANICAL	DIIDW:2010B34791		
P	BOURQUARD P; BOURQUARD P B								Marking strap for identifying e.g. livestock, has            flexible band whose ends are provided with fixation            units, and removable information mediums arranged for            being attached to one of elements to be identified,            after being separated from strap																																		2							AGRICULTURE DAIRY ANIMAL SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:2009S31207		
P	LEBON H A								Auxiliary electrical conductor dispersion controlling method for injected plastic piece in automobile industry, involves calculating value of ratio between reference voltage and measured voltage, and displaying ratio value by display unit																																		0							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; TRANSPORTATION	DIIDW:2009R32204		
P	BRISSET C; GENDROT E; LAMBERT B								Product e.g. hard gelatin capsule, packaging method for blister, involves sealing filled cells with traveling cover film using cell-sealing station, and marking strip near cells using incident beam of laser																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MECHANICAL; PHARMACOLOGY PHARMACY	DIIDW:2009P41267		
P	BOURRIERES F; KAISER C								Traceability marking and reading method for e.g.            bottle in wine, alcohol or spirits field, involves            combining hardened marking obtained by cutting or            deformation coating so that marking is read and            interpreted																																		4							POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; CHEMISTRY APPLIED; INSTRUMENTS INSTRUMENTATION; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY	DIIDW:2009M93902		
P	BREDIN M F								Method for stowing and unloading heterogeneous and            eclectic objects in packaging arrangement system,            involves maintaining bi-directional traceability            between unloading scenario and loading companion            scenario																																		2							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2009M04934		
P	DALL AGNOL C								Method for producing extract of propolis and propolis aqueous solution, includes collecting raw material or raw propolis from natural hive, where raw material is extracted from hive hair beekeepers																																		0							ENGINEERING CHEMICAL; CHEMISTRY APPLIED; POLYMER SCIENCE; BIOTECHNOLOGY APPLIED MICROBIOLOGY; PHARMACOLOGY PHARMACY	DIIDW:2009K70098		
P	AUDOUARD E; DUSSER B; FOUCOU A; JOURLIN M; MASSICOT J P; SAGAN Z; SODER H; FOUCOU ALAIN; MASSICOT JEAN-PIERRE; SAGAN ZBIGNIEW; DUSSER BENJAMIN; JOURLIN MICHEL; SODER HERVE; HERVE S; ZBIGNIEW S; ALAIN F; JEAN-PIERRE M; BENJAMIN D; MICHEL J; MASSICOT J; MASSICOT Y P; ADUAR E; DYUSSER B; ZHURLIN M; SAUDER H								Surface marking method for e.g. document, involves            determining image representing information, and marking            surface with polarized laser beam to form oriented            nanostructures representing image on surface																																		13							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2009G12543		
P	SHIMADA K; WATANABE N								Laminated body for laser coloring press used in            laser recording comprises molded transparent plastic            sheet, and cover material of aluminum foil having laser            color development layer and surface protective            layer																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; ENGINEERING MECHANICAL	DIIDW:2009E55363		
P	CAYETANO MONACO R; MONACO R C								Method for identifying goods ready in piles on            pallets with traceability data applied on plastic tape            for each level of products, involves printing external            face of plastic tape with assembly of data on            traceability of products																																		0							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MECHANICAL	DIIDW:2008K43388		
P	DEHONDT G; PHILIPPE E								Transformed raw material, useful e.g. in transport and sports, comprises vegetable natural fibers from annual plants/pluriannual plants, where the fibers are present in the form of long fibers oriented in single direction																																		1							CHEMISTRY APPLIED; POLYMER SCIENCE; TRANSPORTATION; MATERIALS SCIENCE TEXTILES	DIIDW:2008J32241		
